sqft_area,bedrooms,bathrooms,age_of_property,location,furnishing_status,has_parking,has_pool,has_gym,price
2140,3,2,11,Suburbs,Semi-Furnished,1,0,0,12227425.77
3182,3,3,26,Suburbs,Fully-Furnished,1,0,1,20406584.77
1487,2,1,21,Suburbs,Semi-Furnished,0,0,1,8704621.12
1718,4,2,31,Suburbs,Unfurnished,1,1,0,11598562.67
1855,3,2,48,Business District,Fully-Furnished,1,1,0,18055527.12
4765,4,4,26,Downtown,Semi-Furnished,1,1,1,45077025.33
4635,3,2,1,Suburbs,Fully-Furnished,1,0,0,28472266.71
2060,1,3,44,Business District,Unfurnished,0,0,0,14508255.4
1918,2,3,32,Downtown,Unfurnished,1,1,0,18572215.05
1454,4,2,25,Suburbs,Unfurnished,1,0,0,8904793.19
1483,3,1,27,Downtown,Semi-Furnished,1,0,0,12797181.96
1474,3,2,18,Downtown,Fully-Furnished,1,1,0,16750374.71
4633,5,4,42,Uptown,Semi-Furnished,1,0,0,34794034.65
4472,3,3,4,Rural,Semi-Furnished,1,1,1,20395916.8
1413,5,3,32,Uptown,Semi-Furnished,1,0,0,11752404.73
536,1,3,19,Downtown,Semi-Furnished,1,0,0,5507951.36
3887,4,3,29,Business District,Fully-Furnished,1,0,0,36482187.23
2211,1,1,44,Suburbs,Fully-Furnished,1,0,0,11614756.9
3520,3,4,7,Rural,Semi-Furnished,1,0,1,16558375.21
1295,3,2,37,Suburbs,Semi-Furnished,1,0,1,8409434.02
4536,5,2,16,Business District,Unfurnished,1,1,0,39564332.42
3611,5,4,43,Rural,Unfurnished,1,1,0,15564643.76
1824,1,1,0,Uptown,Fully-Furnished,0,0,1,14997659.5
817,5,2,2,Downtown,Unfurnished,1,0,0,11132900.38
2896,2,3,45,Business District,Fully-Furnished,0,0,0,25871921.43
2662,2,3,25,Downtown,Fully-Furnished,1,1,0,27622335.56
3245,4,2,30,Downtown,Fully-Furnished,1,0,1,33331374.87
2091,5,1,7,Suburbs,Unfurnished,1,0,0,13608046.41
3611,5,3,42,Business District,Unfurnished,0,0,0,29194713.58
4430,5,3,45,Downtown,Fully-Furnished,1,0,0,43733153.97
2496,5,2,7,Uptown,Fully-Furnished,1,0,0,22447440.22
1812,5,2,34,Rural,Semi-Furnished,1,1,0,9855312.46
1785,1,1,38,Business District,Fully-Furnished,1,1,0,16885183.23
4811,3,3,27,Suburbs,Fully-Furnished,0,0,1,29482294.67
2883,5,1,3,Business District,Semi-Furnished,1,0,0,26778504.86
3739,5,4,15,Suburbs,Fully-Furnished,1,0,0,24839100.63
2639,2,3,12,Rural,Fully-Furnished,1,0,0,11932410.89
2204,1,1,19,Uptown,Fully-Furnished,1,0,1,18765792.6
862,5,3,4,Downtown,Semi-Furnished,1,0,0,11383797.98
3104,3,2,36,Business District,Unfurnished,1,1,0,26366075.67
2216,2,2,19,Suburbs,Fully-Furnished,1,0,1,14320185.48
4951,3,3,23,Rural,Semi-Furnished,1,0,0,18486006.35
4786,5,4,35,Downtown,Fully-Furnished,1,0,1,49428027.09
4238,4,3,33,Rural,Semi-Furnished,1,0,0,16719991.45
2969,1,1,44,Uptown,Fully-Furnished,1,0,0,22093490.61
1056,5,1,47,Downtown,Semi-Furnished,1,0,0,10196434.61
1325,1,2,33,Downtown,Unfurnished,1,0,0,11079993.41
3308,3,4,18,Downtown,Unfurnished,1,1,1,32018124.51
3219,4,4,16,Suburbs,Unfurnished,1,0,0,18820686.56
4008,3,4,4,Downtown,Fully-Furnished,1,0,0,40817508.97
4241,4,4,24,Rural,Semi-Furnished,1,0,1,18861927.19
2074,3,3,17,Suburbs,Fully-Furnished,1,0,1,14500340.68
4498,3,4,49,Downtown,Fully-Furnished,1,0,0,43578546.22
2629,3,3,7,Rural,Semi-Furnished,1,1,0,13081164.81
2903,5,3,26,Rural,Fully-Furnished,1,0,0,14092789.39
3829,3,4,14,Business District,Semi-Furnished,0,0,1,34071284.96
1088,3,1,44,Rural,Semi-Furnished,1,0,1,5100670.12
2512,2,2,12,Uptown,Unfurnished,0,0,0,17682989.38
2047,4,1,15,Downtown,Unfurnished,1,0,0,18441665.7
794,1,1,21,Downtown,Unfurnished,1,1,0,8575681.22
2485,4,2,19,Downtown,Semi-Furnished,0,0,0,23126714.57
3617,3,4,12,Rural,Unfurnished,1,1,1,16655403.65
2190,1,1,19,Rural,Semi-Furnished,1,0,0,7232924.55
1636,5,2,1,Downtown,Fully-Furnished,1,0,0,18662913.39
2564,1,2,34,Suburbs,Unfurnished,1,0,0,12973844.53
4955,4,2,46,Suburbs,Semi-Furnished,1,0,0,27434549.42
1507,3,1,18,Uptown,Semi-Furnished,1,0,0,11902708.33
3014,5,2,44,Business District,Semi-Furnished,1,1,1,27769825.34
4026,4,2,36,Uptown,Semi-Furnished,1,0,1,30408369.73
1747,1,3,5,Downtown,Unfurnished,1,0,0,16601441.71
4402,5,3,13,Downtown,Unfurnished,1,1,1,43027116.55
1935,3,3,3,Downtown,Unfurnished,1,0,1,20345807.56
1071,3,2,21,Business District,Semi-Furnished,1,1,0,11821169.87
2882,2,2,38,Rural,Fully-Furnished,1,0,0,11424728.86
1745,1,3,35,Business District,Semi-Furnished,1,0,0,13897019.49
2584,5,2,33,Uptown,Fully-Furnished,1,0,0,21961034.99
777,3,3,26,Rural,Unfurnished,0,0,1,5131086.85
2387,3,2,6,Rural,Semi-Furnished,1,1,0,10822326.52
1765,5,1,2,Uptown,Semi-Furnished,1,1,1,18002789.43
1540,1,1,46,Rural,Unfurnished,1,0,1,5827043.88
1417,2,2,32,Suburbs,Semi-Furnished,1,0,0,7529240.68
1385,3,2,1,Uptown,Fully-Furnished,0,0,1,12499409.9
3252,5,4,41,Uptown,Fully-Furnished,0,0,0,26318845.07
521,4,1,15,Suburbs,Fully-Furnished,1,0,0,5553813.03
3691,4,2,24,Business District,Semi-Furnished,1,0,1,32942040.67
2853,4,2,14,Business District,Semi-Furnished,1,1,0,26979973.89
1186,4,2,23,Business District,Fully-Furnished,1,0,0,11989208.71
784,4,3,14,Rural,Semi-Furnished,1,1,1,7367437.98
4247,3,2,30,Suburbs,Fully-Furnished,1,0,1,26367433.25
1262,1,1,13,Uptown,Unfurnished,1,1,0,10449935.21
2928,5,3,13,Uptown,Fully-Furnished,1,0,0,25899773.65
3007,3,3,5,Uptown,Unfurnished,1,0,0,22716500.61
528,2,1,13,Rural,Unfurnished,0,1,1,4520868.05
1406,5,1,16,Rural,Unfurnished,1,1,0,8767866.43
3604,3,2,17,Business District,Fully-Furnished,1,1,1,36208630.99
4499,5,3,19,Rural,Fully-Furnished,1,0,1,20191646.12
3494,3,4,16,Business District,Semi-Furnished,1,1,1,32939424.9
3006,3,4,15,Business District,Semi-Furnished,1,0,1,27783542.19
4109,4,2,39,Uptown,Unfurnished,0,0,1,28712715.65
4053,3,4,38,Rural,Fully-Furnished,0,0,0,16339005.23
1953,3,2,31,Business District,Semi-Furnished,1,1,0,18379180.27
3856,5,4,43,Suburbs,Semi-Furnished,1,0,1,23261903.26
1015,3,2,8,Suburbs,Semi-Furnished,1,0,1,8558897.61
538,3,3,26,Rural,Fully-Furnished,1,0,1,4630096.04
3842,3,4,45,Uptown,Semi-Furnished,1,0,0,27654831.79
1386,3,3,32,Uptown,Unfurnished,1,0,1,11266832.02
3344,5,3,9,Business District,Fully-Furnished,1,0,0,32853276.42
2704,4,3,16,Rural,Semi-Furnished,0,0,1,12518559.86
1598,3,1,48,Suburbs,Semi-Furnished,0,0,0,6701091.91
2323,2,2,48,Business District,Fully-Furnished,1,1,1,22584745.6
3701,4,4,35,Business District,Semi-Furnished,1,0,0,31519498.92
3655,3,2,16,Downtown,Semi-Furnished,1,0,1,34046579.96
3593,3,4,17,Rural,Unfurnished,1,0,0,14049287.53
4030,5,2,22,Business District,Fully-Furnished,1,0,1,38515483.4
4278,4,3,33,Suburbs,Semi-Furnished,1,0,1,24829680.0
3396,3,4,7,Downtown,Fully-Furnished,1,1,1,37685213.05
3953,4,3,12,Suburbs,Fully-Furnished,0,0,1,26327662.7
4011,4,4,22,Uptown,Unfurnished,0,0,0,29672186.56
1488,2,1,19,Downtown,Unfurnished,1,0,0,12211724.71
4616,3,3,21,Downtown,Fully-Furnished,1,1,1,47677343.22
4526,5,2,46,Business District,Unfurnished,0,1,0,36994846.8
4679,3,4,22,Uptown,Unfurnished,0,0,1,33550535.0
2182,1,3,40,Business District,Semi-Furnished,1,0,1,18723739.06
4463,3,4,34,Rural,Unfurnished,1,0,0,15922838.73
1433,2,3,2,Suburbs,Unfurnished,1,0,0,8129510.8
4098,4,4,33,Suburbs,Semi-Furnished,0,0,0,23366657.18
3733,4,3,32,Business District,Semi-Furnished,1,0,0,32232637.73
2480,2,1,45,Suburbs,Fully-Furnished,1,0,1,15024016.66
2355,4,3,16,Suburbs,Unfurnished,1,1,1,16649924.03
3556,3,3,44,Rural,Semi-Furnished,1,0,0,13197121.0
1292,3,1,18,Uptown,Unfurnished,1,1,0,10427371.87
1291,5,2,29,Downtown,Fully-Furnished,1,0,1,14863175.93
2309,3,1,22,Business District,Unfurnished,1,0,0,19576428.7
2755,4,2,14,Business District,Unfurnished,1,0,0,23628956.94
4110,5,3,13,Rural,Unfurnished,1,0,0,17747640.64
2107,3,1,1,Rural,Semi-Furnished,1,0,1,10063402.11
1484,4,1,38,Downtown,Semi-Furnished,1,0,0,15031223.55
4176,4,3,48,Uptown,Fully-Furnished,1,0,0,34043529.07
3880,4,2,17,Business District,Unfurnished,1,0,1,32803539.81
1019,5,2,5,Rural,Fully-Furnished,1,1,0,8489888.26
1090,2,3,31,Business District,Fully-Furnished,0,0,1,11627950.96
1550,1,1,20,Suburbs,Semi-Furnished,0,0,0,7574736.4
4133,4,3,39,Business District,Unfurnished,1,0,0,33141296.38
4944,4,2,27,Uptown,Unfurnished,1,1,0,35513797.78
1459,2,2,26,Uptown,Fully-Furnished,1,0,0,11520670.54
1192,4,1,1,Business District,Unfurnished,1,0,0,11987383.03
4399,4,4,32,Suburbs,Semi-Furnished,1,0,0,24826994.02
4973,3,2,15,Uptown,Fully-Furnished,1,0,0,38550421.72
3446,5,4,38,Rural,Fully-Furnished,1,0,0,16098114.23
1026,2,2,21,Business District,Semi-Furnished,0,0,1,10644882.46
3724,4,4,42,Suburbs,Semi-Furnished,1,0,1,22211687.98
2753,2,3,46,Rural,Semi-Furnished,1,0,1,10702026.29
3844,3,2,12,Business District,Semi-Furnished,0,0,0,32110811.52
4465,4,3,1,Suburbs,Semi-Furnished,1,0,1,27325905.39
2375,3,1,13,Rural,Semi-Furnished,1,0,0,10423954.57
2263,3,1,37,Uptown,Fully-Furnished,1,0,0,17925129.93
1020,1,3,40,Business District,Unfurnished,1,1,0,9481640.69
1516,5,1,27,Business District,Unfurnished,0,0,1,14372090.6
616,3,1,6,Uptown,Fully-Furnished,0,0,1,7706686.15
2933,2,3,17,Downtown,Unfurnished,1,0,1,27203495.46
1083,4,2,40,Rural,Unfurnished,1,0,0,5018602.84
894,2,3,35,Uptown,Fully-Furnished,1,0,1,8261335.9
4288,4,3,40,Business District,Unfurnished,1,1,0,36759788.73
3268,3,2,35,Rural,Unfurnished,1,0,0,11391940.65
4667,4,2,43,Rural,Fully-Furnished,0,0,0,17726884.52
4360,4,4,3,Downtown,Unfurnished,1,1,0,40738106.45
773,2,1,29,Business District,Semi-Furnished,1,0,0,6004094.58
2513,2,1,23,Suburbs,Fully-Furnished,1,1,1,17747040.46
4933,4,4,19,Downtown,Unfurnished,0,0,0,42940468.42
1889,3,2,45,Downtown,Unfurnished,1,0,0,16498575.11
4066,4,4,30,Suburbs,Semi-Furnished,0,0,0,21609846.46
665,2,2,23,Suburbs,Fully-Furnished,1,0,1,5840960.03
2067,1,2,6,Downtown,Fully-Furnished,1,1,0,22282225.6
1228,1,3,25,Rural,Unfurnished,0,1,0,5529597.84
2543,3,2,12,Uptown,Semi-Furnished,1,0,0,19102653.76
4697,3,2,7,Uptown,Semi-Furnished,1,1,1,37322022.97
3996,3,4,4,Downtown,Semi-Furnished,1,0,0,37232994.38
1278,1,2,43,Rural,Semi-Furnished,1,1,0,6138107.03
713,5,1,12,Suburbs,Semi-Furnished,1,1,0,8219350.42
4262,4,2,28,Downtown,Semi-Furnished,1,0,0,39110289.78
2076,5,1,19,Business District,Fully-Furnished,0,0,0,19362800.89
2948,2,1,13,Rural,Unfurnished,1,1,1,13821219.66
3436,3,3,31,Business District,Unfurnished,0,0,1,28702891.37
3617,5,2,49,Business District,Semi-Furnished,1,1,1,32690285.66
1091,4,3,26,Downtown,Fully-Furnished,1,0,1,13357643.26
3220,5,2,24,Rural,Fully-Furnished,0,0,0,13628524.23
1213,5,2,3,Business District,Semi-Furnished,0,0,1,13603324.34
1435,4,3,20,Rural,Unfurnished,1,0,1,8417812.82
4837,5,4,17,Uptown,Semi-Furnished,1,0,1,37535739.1
501,2,3,38,Business District,Fully-Furnished,1,0,0,4954412.95
3348,5,3,14,Business District,Semi-Furnished,1,0,0,31541392.6
4544,4,4,37,Rural,Unfurnished,1,1,1,18855801.04
2449,4,2,47,Uptown,Unfurnished,1,0,1,18079468.17
1417,1,1,23,Business District,Fully-Furnished,1,1,0,13680627.6
3674,5,2,7,Downtown,Semi-Furnished,1,0,1,35333282.3
2741,1,3,27,Rural,Semi-Furnished,0,0,1,10947212.28
589,5,1,20,Rural,Fully-Furnished,1,1,0,5831818.82
2209,5,2,15,Business District,Semi-Furnished,1,0,0,21509454.27
2669,5,3,15,Uptown,Fully-Furnished,0,1,0,24691641.69
4738,5,2,34,Business District,Semi-Furnished,0,0,0,39313828.94
3541,4,2,16,Suburbs,Unfurnished,1,0,1,20389471.52
605,4,2,8,Business District,Fully-Furnished,1,1,0,9917579.01
1386,2,2,34,Suburbs,Semi-Furnished,0,0,1,7577281.29
927,1,1,28,Downtown,Semi-Furnished,0,0,1,7889659.61
2395,3,3,38,Rural,Semi-Furnished,0,0,0,7939071.59
816,5,2,17,Rural,Fully-Furnished,1,1,0,7658414.36
1134,5,1,11,Uptown,Unfurnished,1,1,1,12329588.44
2425,2,3,18,Business District,Semi-Furnished,1,0,0,21285983.11
2556,2,3,47,Downtown,Fully-Furnished,0,1,1,25648927.35
3644,3,3,21,Suburbs,Semi-Furnished,1,1,0,21470525.94
2770,1,2,48,Uptown,Unfurnished,0,1,0,18841885.09
1939,5,2,14,Downtown,Unfurnished,1,0,0,18817493.5
1052,3,2,0,Downtown,Unfurnished,1,0,0,10939898.59
1215,4,3,1,Suburbs,Fully-Furnished,1,1,0,11523160.44
4411,5,2,7,Suburbs,Semi-Furnished,1,0,1,26934727.83
2213,3,1,21,Rural,Fully-Furnished,0,1,0,11665469.29
3889,4,4,24,Business District,Semi-Furnished,1,0,1,35075280.83
1607,3,2,1,Uptown,Fully-Furnished,1,0,1,15816626.25
4706,5,2,8,Business District,Semi-Furnished,1,1,1,43371266.69
750,2,2,8,Uptown,Fully-Furnished,1,1,0,9285905.75
2930,3,1,12,Downtown,Semi-Furnished,1,0,1,27504974.68
2554,5,3,5,Suburbs,Fully-Furnished,1,0,0,18447987.45
958,3,1,29,Suburbs,Unfurnished,1,1,0,7354147.43
707,3,3,14,Downtown,Fully-Furnished,1,1,1,11916431.87
1399,5,3,14,Downtown,Unfurnished,1,0,0,13757494.39
3961,3,3,49,Uptown,Unfurnished,0,0,1,27656222.17
3885,3,4,6,Downtown,Semi-Furnished,1,1,1,39230716.89
521,3,3,10,Uptown,Unfurnished,1,0,0,5461441.77
909,4,2,39,Business District,Unfurnished,1,1,0,8569695.31
1394,3,3,37,Suburbs,Semi-Furnished,1,0,1,9092194.28
1014,3,3,39,Suburbs,Fully-Furnished,0,0,0,6315609.4
4609,4,2,1,Suburbs,Fully-Furnished,1,0,1,29526657.64
2634,3,3,47,Business District,Unfurnished,1,0,0,20406299.2
4095,5,3,38,Business District,Fully-Furnished,1,1,0,39129494.87
3456,5,3,9,Rural,Unfurnished,1,1,0,16137418.21
2060,5,2,43,Uptown,Fully-Furnished,1,0,0,16541264.97
1766,3,3,16,Uptown,Fully-Furnished,1,1,0,18089068.36
2669,2,1,6,Rural,Fully-Furnished,1,0,0,12060698.03
4138,3,4,39,Suburbs,Unfurnished,1,1,0,22680315.9
1249,4,1,38,Uptown,Semi-Furnished,1,0,1,10075600.69
3927,4,4,3,Uptown,Fully-Furnished,1,0,1,33615480.02
2427,2,1,34,Suburbs,Fully-Furnished,1,0,0,13840532.92
4304,3,4,46,Downtown,Fully-Furnished,1,0,1,43621782.11
4202,3,2,35,Downtown,Unfurnished,0,1,1,38115176.13
2856,5,2,30,Rural,Semi-Furnished,1,0,0,12095053.39
2835,5,2,24,Business District,Unfurnished,1,0,0,24082409.05
806,5,3,40,Uptown,Fully-Furnished,1,0,0,8293260.85
4165,5,2,12,Uptown,Unfurnished,0,0,0,30128908.12
2489,3,1,17,Rural,Fully-Furnished,1,0,0,11112230.46
1161,1,2,20,Rural,Fully-Furnished,1,0,0,5104680.72
811,4,2,47,Uptown,Unfurnished,1,0,0,6325005.48
3420,4,3,0,Suburbs,Fully-Furnished,1,1,1,24658049.41
1582,5,2,35,Suburbs,Fully-Furnished,1,0,0,10795369.64
3471,4,3,49,Business District,Semi-Furnished,1,0,1,30129794.98
1254,3,1,7,Uptown,Unfurnished,1,1,1,12508873.14
4630,4,4,47,Uptown,Unfurnished,1,1,0,32784118.84
852,2,1,20,Uptown,Fully-Furnished,1,1,1,9769292.59
1402,5,3,42,Uptown,Fully-Furnished,1,0,0,14515127.53
4388,3,2,20,Rural,Unfurnished,0,0,1,16168850.0
658,1,2,26,Downtown,Unfurnished,0,1,0,6657369.98
2477,4,3,18,Uptown,Unfurnished,1,0,0,19478892.73
1456,3,2,22,Downtown,Fully-Furnished,1,0,1,17200362.17
2571,3,1,49,Suburbs,Semi-Furnished,1,0,1,13921127.7
903,2,3,42,Business District,Semi-Furnished,1,0,0,8083062.66
3279,5,4,34,Suburbs,Fully-Furnished,1,1,1,24061333.46
1887,5,1,39,Uptown,Fully-Furnished,1,0,1,16419166.14
3953,4,4,41,Suburbs,Fully-Furnished,1,1,0,25964931.99
1455,5,3,47,Rural,Unfurnished,1,0,0,6264964.23
2212,3,1,4,Downtown,Fully-Furnished,1,1,0,24272961.67
1773,5,2,40,Uptown,Unfurnished,1,0,0,14161332.75
4311,5,2,7,Rural,Semi-Furnished,1,0,1,19512280.91
3125,3,4,10,Downtown,Fully-Furnished,0,0,1,32007537.6
2882,4,3,15,Rural,Fully-Furnished,1,1,1,16023329.28
1941,1,2,38,Suburbs,Unfurnished,0,1,1,11048205.74
3479,3,2,46,Uptown,Unfurnished,1,0,0,23156076.47
2297,4,2,23,Suburbs,Unfurnished,1,0,0,13578128.41
4890,5,3,20,Business District,Semi-Furnished,0,1,1,44582352.66
4509,5,4,22,Uptown,Semi-Furnished,1,1,1,37564407.7
1894,3,3,48,Suburbs,Fully-Furnished,1,0,0,11892520.19
4781,5,3,37,Uptown,Fully-Furnished,1,1,0,39230841.06
1769,2,3,46,Downtown,Unfurnished,0,0,1,15145093.11
4214,5,3,7,Uptown,Semi-Furnished,1,0,0,31779625.98
1029,2,1,6,Uptown,Fully-Furnished,1,0,0,8811766.44
4123,4,3,1,Downtown,Unfurnished,1,1,1,38816956.81
3458,5,4,29,Suburbs,Unfurnished,0,0,1,19583102.39
3414,4,2,12,Uptown,Semi-Furnished,1,0,1,27859071.53
4091,5,3,22,Rural,Semi-Furnished,1,1,1,19851669.26
2647,1,3,28,Uptown,Fully-Furnished,1,0,0,20899259.96
3869,5,2,37,Suburbs,Fully-Furnished,1,1,1,26861951.36
1439,1,2,36,Downtown,Unfurnished,1,1,0,13478102.98
1025,1,1,19,Suburbs,Unfurnished,1,1,1,7881363.22
501,2,1,32,Business District,Unfurnished,1,0,0,3763030.37
874,3,3,28,Uptown,Fully-Furnished,0,0,1,9481484.31
2840,1,1,49,Uptown,Semi-Furnished,0,1,1,21184392.78
4505,4,4,14,Downtown,Fully-Furnished,1,0,0,45631456.37
3552,4,2,22,Uptown,Semi-Furnished,0,0,1,27497291.58
2865,4,2,41,Rural,Fully-Furnished,1,1,0,12027207.46
2025,2,2,2,Rural,Fully-Furnished,0,0,0,9591991.31
4976,5,4,36,Suburbs,Semi-Furnished,1,1,0,29512365.35
2146,5,3,28,Downtown,Fully-Furnished,1,0,1,25216417.97
513,2,1,44,Business District,Fully-Furnished,1,0,1,5717926.43
2778,4,1,7,Suburbs,Unfurnished,1,0,0,15214758.04
3655,3,2,21,Downtown,Semi-Furnished,1,0,0,32855787.55
629,1,3,28,Downtown,Semi-Furnished,1,0,1,6979002.81
4314,3,4,1,Suburbs,Unfurnished,1,1,0,25983080.67
3716,4,4,40,Suburbs,Semi-Furnished,1,0,1,21970107.14
3438,3,4,48,Uptown,Unfurnished,0,0,1,24483165.86
4428,4,4,49,Business District,Semi-Furnished,1,1,1,39279991.13
2540,3,1,44,Rural,Semi-Furnished,0,0,0,8364934.36
527,4,1,0,Uptown,Semi-Furnished,0,0,0,6715146.05
2613,2,1,43,Downtown,Semi-Furnished,1,1,1,25556222.21
1752,5,1,19,Business District,Unfurnished,1,0,0,16329269.12
4856,4,4,20,Business District,Unfurnished,1,1,0,41416336.45
2546,2,1,36,Suburbs,Semi-Furnished,1,1,0,14379172.52
4523,3,4,7,Business District,Fully-Furnished,1,1,1,45380518.07
4896,4,4,26,Business District,Unfurnished,1,1,1,42613425.87
3874,3,2,46,Downtown,Semi-Furnished,1,0,0,33840860.76
3966,5,2,34,Uptown,Unfurnished,1,1,1,30853747.79
3581,3,2,5,Business District,Fully-Furnished,1,1,0,35740088.16
4278,3,2,44,Suburbs,Fully-Furnished,1,0,1,25911968.65
1129,4,3,43,Uptown,Fully-Furnished,1,0,0,9585738.0
769,3,2,18,Suburbs,Semi-Furnished,1,1,1,7597408.91
3139,3,4,17,Business District,Semi-Furnished,1,0,1,29076136.06
2493,5,1,0,Uptown,Fully-Furnished,1,1,0,23752215.55
3391,5,3,24,Business District,Unfurnished,0,0,1,29515105.19
3932,5,2,26,Downtown,Unfurnished,1,0,0,34957361.17
1780,4,2,6,Uptown,Fully-Furnished,1,0,1,16296793.46
2860,4,1,43,Suburbs,Semi-Furnished,1,0,1,17375605.58
1075,3,3,41,Downtown,Unfurnished,1,0,1,10436198.79
1807,5,1,28,Rural,Unfurnished,1,0,0,8550072.29
3692,3,3,30,Suburbs,Unfurnished,1,0,1,20887728.13
3678,4,2,43,Business District,Semi-Furnished,1,1,0,31647344.57
3234,5,3,42,Suburbs,Fully-Furnished,1,0,1,20855725.71
2712,1,2,35,Rural,Semi-Furnished,0,1,1,10902518.64
2852,3,1,18,Suburbs,Unfurnished,0,0,1,15701595.0
4068,5,2,5,Downtown,Fully-Furnished,1,0,1,42060472.11
2155,4,3,24,Suburbs,Semi-Furnished,1,0,0,13001381.54
2079,5,2,30,Uptown,Fully-Furnished,1,0,1,19363300.92
2703,2,3,8,Rural,Unfurnished,0,0,0,10954777.8
1890,1,1,19,Suburbs,Semi-Furnished,1,0,0,9835146.07
2242,1,3,9,Rural,Fully-Furnished,1,0,1,10021956.05
2425,5,2,36,Downtown,Semi-Furnished,1,0,0,23122021.72
1119,4,3,26,Uptown,Unfurnished,1,0,0,8946030.96
1774,4,2,12,Business District,Fully-Furnished,1,1,0,19208423.24
1456,5,2,40,Suburbs,Unfurnished,1,0,0,8665783.04
2439,4,1,1,Downtown,Fully-Furnished,1,1,0,27201778.07
4453,5,4,49,Rural,Unfurnished,1,0,0,16050023.05
2881,1,1,20,Rural,Unfurnished,1,0,1,10457601.61
1468,2,2,32,Downtown,Semi-Furnished,1,0,1,13965580.15
1816,5,3,23,Suburbs,Unfurnished,1,0,1,12382206.14
1543,3,2,43,Business District,Semi-Furnished,0,1,0,13599611.54
781,3,1,41,Suburbs,Unfurnished,1,0,1,4963085.02
3344,3,2,33,Uptown,Unfurnished,1,0,0,23197078.66
1558,2,3,8,Suburbs,Unfurnished,1,0,0,9836626.37
4793,5,3,1,Uptown,Fully-Furnished,0,0,1,40457784.72
3032,5,2,29,Rural,Semi-Furnished,1,1,0,13997533.33
4328,5,2,21,Uptown,Fully-Furnished,0,0,1,36571694.54
1508,3,3,45,Business District,Semi-Furnished,1,0,1,14335496.89
1729,4,2,10,Downtown,Unfurnished,1,0,0,17138359.04
1535,2,1,42,Uptown,Fully-Furnished,1,0,0,10464984.08
775,2,3,16,Suburbs,Semi-Furnished,1,0,0,5681587.76
3240,3,4,35,Uptown,Unfurnished,1,0,0,22496263.83
2789,5,3,12,Rural,Semi-Furnished,1,0,1,13485629.34
1739,4,1,6,Uptown,Semi-Furnished,1,1,1,16871425.83
625,3,3,15,Business District,Unfurnished,0,0,0,6986037.53
4565,5,2,32,Uptown,Fully-Furnished,1,0,0,37092488.85
4812,4,3,44,Business District,Unfurnished,1,0,1,38942642.92
4368,3,4,0,Suburbs,Fully-Furnished,1,0,0,28107150.16
1708,3,3,10,Rural,Semi-Furnished,1,1,0,9607439.98
3749,3,3,5,Downtown,Semi-Furnished,1,0,0,35005679.24
1418,4,2,19,Suburbs,Semi-Furnished,1,1,1,12518832.95
4423,4,3,34,Suburbs,Fully-Furnished,1,0,0,26846350.0
4903,4,3,43,Downtown,Unfurnished,1,0,0,40821156.77
2469,1,3,36,Uptown,Fully-Furnished,1,0,1,19909054.81
3293,3,2,40,Uptown,Semi-Furnished,0,0,1,24828674.41
1391,5,3,25,Uptown,Semi-Furnished,1,0,0,11939630.63
4970,3,2,11,Rural,Unfurnished,1,0,0,19225271.29
2533,4,1,29,Suburbs,Fully-Furnished,1,0,0,16077834.91
1864,5,1,27,Business District,Semi-Furnished,1,1,0,19108570.17
628,2,3,26,Downtown,Fully-Furnished,1,1,0,8995871.03
1514,4,1,41,Suburbs,Fully-Furnished,1,0,0,9457342.36
2299,2,1,18,Uptown,Unfurnished,1,0,0,15766777.76
2018,2,1,4,Downtown,Unfurnished,0,0,0,17836337.17
4681,3,4,4,Business District,Semi-Furnished,1,1,1,43462475.98
1698,4,3,40,Suburbs,Unfurnished,1,0,0,10290879.81
4373,3,4,26,Suburbs,Fully-Furnished,1,0,0,25667797.37
2974,2,3,27,Rural,Unfurnished,1,0,0,10149264.88
3985,5,3,25,Suburbs,Fully-Furnished,0,0,0,24952764.16
4549,3,4,26,Suburbs,Semi-Furnished,1,1,1,28209792.75
4219,4,2,48,Business District,Fully-Furnished,1,1,0,39125632.2
802,1,2,41,Business District,Unfurnished,0,0,1,6404038.96
4452,4,2,20,Downtown,Unfurnished,1,0,0,39168177.85
1486,2,1,0,Uptown,Semi-Furnished,1,0,1,13000625.55
2363,1,1,27,Business District,Unfurnished,1,0,0,18859877.86
4940,4,2,47,Downtown,Semi-Furnished,1,0,0,44350972.21
3572,5,3,14,Suburbs,Semi-Furnished,1,0,0,21826362.39
3624,3,2,16,Downtown,Unfurnished,0,1,0,33118436.2
1827,1,3,25,Downtown,Fully-Furnished,0,1,0,18135481.61
2908,5,2,19,Downtown,Semi-Furnished,1,0,0,28377235.66
4173,4,3,24,Downtown,Fully-Furnished,1,0,1,43524330.59
3791,3,2,12,Business District,Unfurnished,0,0,0,30182998.35
4533,5,4,32,Uptown,Fully-Furnished,1,1,0,38813831.18
1203,4,3,24,Downtown,Fully-Furnished,1,1,0,14176687.74
1074,1,2,7,Rural,Fully-Furnished,0,0,1,5432443.57
3732,5,3,4,Suburbs,Fully-Furnished,0,1,0,25684249.5
3132,3,3,5,Suburbs,Unfurnished,1,1,0,18916023.5
4328,5,3,22,Suburbs,Unfurnished,1,0,0,24104604.85
3730,5,2,29,Suburbs,Fully-Furnished,0,0,1,23731044.19
988,4,1,13,Suburbs,Unfurnished,1,0,1,8348988.43
